                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0319,                 2.8001,                 1.4167,                0.49374,                0.13187,                0.33542,                0.20503,                0.91953,                 3.0707,                 1.4969,             0.00041441,             0.00041441,             0.00041441
                      2,                 1.0934,                 2.2131,                 1.4545,                0.66776,                0.26608,                0.43639,                0.23399,                  1.291,                 2.8763,                 1.8206,             0.00075964,             0.00075964,             0.00075964
